lambda,mu,gamma,k,objective_value,num_features,selected_features
0.1,0.5,0.5,10,-45.95652275450314,24,"Apparent_Power,Iref_error,Ib_rollmean,Iref_rollmean,Ic,Istd,Power_VaIa,Power_VcIc,Vmean,Idiff_ca,Vdiff_ca,Vdiff_bc,Vstd,is_THD_below_nominal,is_current_surge,dIc_dt,Iref,Vc_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,Ib_Ic_ratio,Power_factor"
0.1,0.5,0.5,15,56.194454959315465,26,"dImean_dt,Iref_error,Ia_rollmean,Iref_rollmean,Ia,Power_VaIa,Vmean,Iref_rollstd,Vb,Vc,Vdiff_ab,Vdiff_ca,Vstd,THD_rollstd,Vb_rollstd,Iref,Vb_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Va_rollstd,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_zero_current"
0.1,0.5,0.5,20,182.60339853037678,26,"Iref_error,Imean,Ia_rollmean,Iref_rollmean,Idiff_ab,Istd,Power_VaIa,Vmean,Iref_rollstd,Ic_rollstd,Idiff_ca,THD,Vdiff_ca,Vdiff_bc,Vstd,is_current_imbalanced,dVc_dt,Vb_rollstd,dVb_dt,Vb_rollmean,Va_rollmean,dIref_dt,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,is_voltage_spike_bc"
0.1,0.5,0.5,25,315.43817005713004,25,"dImean_dt,Ic_rollmean,Ib_rollmean,Ia_rollmean,Iref_rollmean,Power_VcIc,Vc,Idiff_bc,Ic_rollstd,THD,Vdiff_ca,Vdiff_bc,is_current_imbalanced,is_THD_below_nominal,THD_rollstd,is_current_surge,dIc_dt,dVc_dt,Vc_rollmean,dTHD_dt,Vc_rollstd,Ia_Ib_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref"
0.1,0.5,0.5,30,454.20828417241484,30,"Apparent_Power,dImean_dt,Iref_error,Imean,Ic_rollmean,Ia_rollmean,Iref_rollmean,Ic,Ia,Idiff_ab,Power_VbIb,Power_VcIc,Vmean,Iref_rollstd,Vb,Idiff_bc,Idiff_ca,Ia_rollstd,Vdiff_ab,Vdiff_ca,Vdiff_bc,dVc_dt,Vb_rollstd,Vb_rollmean,Vc_rollstd,Ia_Ib_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca"
0.1,0.5,1.0,5,-501.3461535873193,28,"dImean_dt,Iref_error,Imean,Ia_rollmean,Ic,Idiff_ab,Power_VbIb,Vmean,Iref_rollstd,Ib_rollstd,Vb,Idiff_bc,Idiff_ca,Vdiff_ab,THD,is_current_imbalanced,THD_rollstd,dIb_dt,is_current_surge,Vc_rollmean,Va_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Ia_Ib_ratio,is_voltage_spike_ab,is_voltage_spike_ca,is_voltage_spike_bc"
0.1,0.5,1.0,10,-122.98892908558088,25,"Imean,Ic_rollmean,Ia_rollmean,Ic,Idiff_ab,Power_VbIb,Power_VaIa,Iref_rollstd,Vc,Va,Vdiff_ab,Vdiff_ca,Vstd,dIb_dt,is_current_surge,dIc_dt,dVc_dt,Vb_rollstd,dVa_dt,dVb_dt,THD_rollmean,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref"
0.1,0.5,1.0,15,4.382418298378045,30,"dImean_dt,Imean,Ia,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Iref_rollstd,Ib_rollstd,Vb,Va,THD,Vstd,is_THD_below_nominal,is_current_surge,Vb_rollstd,Iref,dVb_dt,Vb_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
0.1,0.5,1.0,20,389.6817550033781,24,"dImean_dt,Iref_error,Ib_rollmean,Ib,Power_VaIa,Power_VcIc,Vb,Va,Idiff_bc,Ic_rollstd,Vdiff_bc,Vstd,is_THD_below_nominal,is_current_surge,dVc_dt,Vb_rollstd,dVb_dt,Vb_rollmean,Va_rollmean,Va_rollstd,Ib_Ic_ratio,is_zero_Iref,Power_factor,is_zero_current"
0.1,0.5,1.0,25,625.9596756216478,25,"dImean_dt,Iref_error,Ic_rollmean,Ia_rollmean,Ia,Ib,Power_VbIb,Va,Idiff_bc,Ic_rollstd,Vdiff_ca,is_current_imbalanced,is_current_surge,dIc_dt,dVc_dt,dVb_dt,Vb_rollmean,Va_rollmean,dIref_dt,dTHD_dt,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,is_zero_Iref,is_voltage_spike_bc"
0.1,0.5,1.0,30,901.041195329183,30,"dImean_dt,Iref_error,Imean,Ic_rollmean,Ib_rollmean,Iref_rollmean,Ia,Istd,Iref_rollstd,Ib_rollstd,Vc,Va,Idiff_bc,Idiff_ca,Ia_rollstd,Vdiff_ca,Vdiff_bc,Vstd,is_current_imbalanced,is_THD_below_nominal,Vb_rollstd,dVa_dt,Iref,Vc_rollmean,dVb_dt,THD_rollmean,dTHD_dt,Ib_Ic_ratio,is_zero_Iref,is_voltage_spike_ca"
0.1,0.5,2.0,5,-749.3307148540316,25,"Apparent_Power,dImean_dt,Iref_error,Ib_rollmean,Ia_rollmean,Iref_rollmean,Istd,Iref_rollstd,Vc,Va,Ic_rollstd,Idiff_ca,Vdiff_ab,THD,Vdiff_ca,Vdiff_bc,Vstd,Vc_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ib_Ic_ratio,is_zero_current"
0.1,0.5,2.0,10,-448.62182007489713,28,"Apparent_Power,Imean,Ic_rollmean,Ic,Ia,Ib,Idiff_ab,Istd,Vmean,Ib_rollstd,Vb,Vc,Va,Idiff_ca,Vstd,dIc_dt,Vb_rollstd,Iref,Vc_rollmean,Vb_rollmean,Va_rollmean,THD_rollmean,Va_rollstd,Ic_Ia_ratio,Ib_Ic_ratio,Power_factor,is_voltage_spike_bc,is_zero_current"
0.1,0.5,2.0,15,111.54597020401613,28,"dImean_dt,Imean,Ic_rollmean,Iref_rollmean,Ib,Idiff_ab,Ib_rollstd,Vb,Vc,Va,Idiff_bc,Vdiff_ab,Vdiff_bc,is_current_imbalanced,is_current_surge,dVc_dt,Vb_rollmean,Va_rollmean,dIref_dt,dTHD_dt,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_ab,Power_factor,is_voltage_spike_ca,is_zero_current"
0.1,0.5,2.0,20,639.6311865384048,29,"Iref_error,Imean,Ia_rollmean,Iref_rollmean,Ic,Ia,Ib,Idiff_ab,Ib_rollstd,Vb,Vc,Ic_rollstd,Idiff_ca,Vdiff_ca,Vdiff_bc,Vstd,is_current_imbalanced,is_THD_below_nominal,dIb_dt,Vb_rollstd,dVa_dt,Iref,Vc_rollmean,dVb_dt,dTHD_dt,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,is_voltage_spike_ca"
0.1,0.5,2.0,25,1219.182585330633,29,"dImean_dt,Iref_error,Ic_rollmean,Iref_rollmean,Ia,Ib,Idiff_ab,Istd,Power_VcIc,Iref_rollstd,Vc,Idiff_bc,Vdiff_ab,THD,THD_rollstd,dVc_dt,dVa_dt,Iref,dVb_dt,Vb_rollmean,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc"
0.1,0.5,2.0,30,1805.342106281275,30,"Apparent_Power,dImean_dt,Iref_error,Ic_rollmean,Ia_rollmean,Iref_rollmean,Ic,Istd,Power_VcIc,Vmean,Va,Ic_rollstd,Ia_rollstd,Vdiff_ab,is_current_surge,Vb_rollstd,dVa_dt,Vc_rollmean,dVb_dt,Va_rollmean,dIref_dt,dTHD_dt,Vc_rollstd,Va_rollstd,dIa_dt,Ib_Ic_ratio,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
0.1,0.5,5.0,5,-1679.8762253999782,24,"Iref_error,Ic,Iref_rollstd,Vb,Vc,THD,Vdiff_bc,THD_rollstd,dIb_dt,is_current_surge,dIc_dt,dVa_dt,Iref,Vb_rollmean,dIref_dt,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
0.1,0.5,5.0,10,-774.4326773295013,26,"Apparent_Power,Iref_error,Imean,Iref_rollmean,Ia,Power_VbIb,Istd,Vmean,Idiff_bc,Ia_rollstd,Vdiff_ab,THD,Vdiff_ca,Vstd,dIb_dt,is_current_surge,dVc_dt,Iref,Vc_rollmean,dIref_dt,THD_rollmean,Va_rollstd,Ic_Ia_ratio,Power_factor,is_voltage_spike_ca,is_zero_current"
0.1,0.5,5.0,15,719.6112981828335,24,"dImean_dt,Iref_error,Imean,Ic_rollmean,Iref_rollmean,Ib,Idiff_ab,Vmean,Iref_rollstd,Vb,Vc,Vdiff_bc,Vstd,is_current_imbalanced,is_THD_below_nominal,dIc_dt,Vb_rollstd,dIref_dt,THD_rollmean,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_bc"
0.1,0.5,5.0,20,1756.1471916236778,27,"Iref_error,Ib_rollmean,Iref_rollmean,Ia,Power_VcIc,Vmean,Iref_rollstd,Ib_rollstd,Idiff_bc,Ic_rollstd,Idiff_ca,Vdiff_ab,THD,Vdiff_ca,Vstd,is_THD_below_nominal,dIb_dt,dVc_dt,Vb_rollstd,dVa_dt,Vc_rollmean,dVb_dt,Va_rollmean,dTHD_dt,Ia_Ib_ratio,dIa_dt,is_voltage_spike_bc"
0.1,0.5,5.0,25,3127.951375934615,25,"dImean_dt,Iref_error,Imean,Ic_rollmean,Iref_rollmean,Ic,Idiff_ab,Istd,Power_VaIa,Power_VcIc,Vmean,Ib_rollstd,Ic_rollstd,Idiff_ca,Vdiff_ca,dIc_dt,dVc_dt,dVa_dt,Vc_rollmean,dIref_dt,dTHD_dt,Ia_Ib_ratio,Ic_Ia_ratio,is_voltage_spike_ab,is_voltage_spike_bc"
0.1,0.5,5.0,30,4501.583889839503,30,"Iref_error,Ic_rollmean,Ib_rollmean,Ic,Ia,Ib,Istd,Power_VcIc,Idiff_ca,Ia_rollstd,THD,Vdiff_ca,Vdiff_bc,Vstd,is_current_imbalanced,THD_rollstd,is_current_surge,dIc_dt,Vb_rollstd,Iref,Va_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Va_rollstd,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_bc,is_zero_current"
0.1,0.5,10.0,5,-5039.3533491154485,28,"Apparent_Power,Imean,Ic_rollmean,Ib_rollmean,Ia_rollmean,Iref_rollmean,Ic,Ia,Idiff_ab,Power_VbIb,Istd,Vmean,Iref_rollstd,THD,Vdiff_bc,is_THD_below_nominal,dIb_dt,dVc_dt,Vc_rollmean,Va_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,is_voltage_spike_ab,is_voltage_spike_bc,is_zero_current"
0.1,0.5,10.0,10,-1558.9924716924859,26,"dImean_dt,Imean,Ia_rollmean,Ic,Ib,Idiff_ab,Power_VbIb,Power_VcIc,Vc,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vdiff_ca,Vdiff_bc,Vstd,is_THD_below_nominal,dIb_dt,dVb_dt,Vb_rollmean,Va_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Ia_Ib_ratio"
0.1,0.5,10.0,15,1439.3398963124735,24,"dImean_dt,Ic_rollmean,Iref_rollmean,Ic,Iref_rollstd,Ib_rollstd,Vb,Idiff_bc,Ia_rollstd,THD,Vdiff_bc,Vstd,is_current_imbalanced,is_THD_below_nominal,dVc_dt,Vb_rollstd,Vc_rollmean,dVb_dt,Vb_rollmean,Va_rollmean,dIref_dt,dTHD_dt,dIa_dt,Ib_Ic_ratio"
0.1,0.5,10.0,20,3753.7794373839147,25,"Apparent_Power,Imean,Ic_rollmean,Ia_rollmean,Ic,Idiff_ab,Power_VbIb,Va,Vdiff_ab,Vdiff_ca,is_current_imbalanced,THD_rollstd,is_current_surge,dIc_dt,dVa_dt,Vc_rollmean,dIref_dt,Vc_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
0.1,0.5,10.0,25,6252.0957456418755,25,"Apparent_Power,dImean_dt,Iref_error,Imean,Ic_rollmean,Ia_rollmean,Iref_rollmean,Ic,Power_VbIb,Power_VaIa,Vb,Vc,Va,Ic_rollstd,Vdiff_ab,is_current_surge,dIref_dt,THD_rollmean,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,dIa_dt,Power_factor,is_voltage_spike_ca,is_zero_current"
0.1,0.5,10.0,30,9004.580991622483,30,"Apparent_Power,dImean_dt,Imean,Ic_rollmean,Ia_rollmean,Iref_rollmean,Ia,Ib,Idiff_ab,Power_VbIb,Power_VaIa,Power_VcIc,Va,Idiff_bc,Idiff_ca,Vdiff_ab,is_THD_below_nominal,is_current_surge,Vb_rollstd,Iref,Vc_rollmean,dVb_dt,Vb_rollmean,Va_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Ic_Ia_ratio,is_voltage_spike_ab,Power_factor"
0.1,0.5,20.0,5,-5977.515798282223,23,"Iref_error,Ic_rollmean,Ib,Power_VaIa,Vb,Vc,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,THD,Vdiff_ca,Vstd,is_current_imbalanced,is_THD_below_nominal,THD_rollstd,is_current_surge,dVc_dt,Vc_rollmean,THD_rollmean,Vc_rollstd,Va_rollstd,dIa_dt"
0.1,0.5,20.0,10,-1.1491615273480988,20,"Apparent_Power,Ib_rollmean,Ia_rollmean,Ic,Istd,Vb,Vc,Va,Idiff_ca,Ia_rollstd,Vdiff_ca,is_current_imbalanced,is_THD_below_nominal,dIc_dt,Vb_rollmean,THD_rollmean,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_zero_current"
0.1,0.5,20.0,15,3220.520879629968,23,"Apparent_Power,dImean_dt,Ia_rollmean,Ia,Ib_rollstd,Va,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vstd,is_current_imbalanced,THD_rollstd,dIb_dt,dVc_dt,Vb_rollstd,Iref,Vc_rollmean,dVb_dt,Vb_rollmean,Va_rollmean,Ib_Ic_ratio,is_zero_Iref,is_voltage_spike_bc"
0.1,0.5,20.0,20,7680.372828384631,24,"Apparent_Power,Iref_error,Ib_rollmean,Ic,Vmean,Ib_rollstd,Vb,Vc,Ic_rollstd,Idiff_ca,Ia_rollstd,THD,Vdiff_bc,Vstd,Vb_rollstd,Iref,Vc_rollmean,Va_rollmean,dTHD_dt,Va_rollstd,Ia_Ib_ratio,dIa_dt,is_zero_Iref,Power_factor"
0.1,0.5,20.0,25,12500.36081936609,25,"Apparent_Power,dImean_dt,Iref_error,Imean,Ib_rollmean,Ia_rollmean,Ia,Power_VbIb,Power_VcIc,Vmean,Iref_rollstd,Vc,Vdiff_bc,is_current_imbalanced,THD_rollstd,is_current_surge,dVa_dt,Vc_rollmean,Vb_rollmean,THD_rollmean,Va_rollstd,Ib_Ic_ratio,is_voltage_spike_ab,is_voltage_spike_ca,is_voltage_spike_bc"
0.1,0.5,20.0,30,18001.25401344401,30,"Apparent_Power,dImean_dt,Ic_rollmean,Ic,Ia,Ib,Idiff_ab,Power_VbIb,Ib_rollstd,Va,Vdiff_ca,Vdiff_bc,Vstd,is_current_imbalanced,THD_rollstd,is_current_surge,dVc_dt,Vb_rollstd,Vb_rollmean,dIref_dt,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_zero_Iref,Power_factor,is_zero_current"
0.1,0.5,50.0,5,-29998.734528990102,30,"Apparent_Power,Iref_error,Ic_rollmean,Ia_rollmean,Ic,Ib,Idiff_ab,Vmean,Vb,Va,Idiff_bc,Vdiff_ab,Vdiff_bc,Vstd,is_THD_below_nominal,THD_rollstd,is_current_surge,dIc_dt,dVc_dt,Vb_rollstd,dVa_dt,Vc_rollmean,dVb_dt,Vb_rollmean,Va_rollmean,dTHD_dt,dIa_dt,Power_factor,is_voltage_spike_ca,is_zero_current"
0.1,0.5,50.0,10,-2199.707464349773,22,"dImean_dt,Iref_error,Imean,Ic_rollmean,Ib_rollmean,Ia_rollmean,Ia,Power_VaIa,Power_VcIc,Vmean,Iref_rollstd,Ib_rollstd,Vb,Va,Ic_rollstd,is_current_imbalanced,dIb_dt,Vb_rollstd,Vb_rollmean,Vc_rollstd,is_voltage_spike_ca,is_voltage_spike_bc"
0.1,0.5,50.0,15,7201.935664526041,24,"Apparent_Power,dImean_dt,Imean,Ia_rollmean,Idiff_ab,Power_VcIc,Vb,Vc,Vdiff_ca,Vdiff_bc,is_current_imbalanced,is_THD_below_nominal,THD_rollstd,dIc_dt,dVc_dt,dVa_dt,Iref,Vb_rollmean,Vc_rollstd,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_zero_Iref,is_zero_current"
0.1,0.5,50.0,20,15002.209335031926,30,"Apparent_Power,Iref_error,Ic_rollmean,Ib_rollmean,Ia_rollmean,Iref_rollmean,Ic,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Iref_rollstd,Ib_rollstd,Va,Idiff_bc,Ia_rollstd,Vdiff_ab,THD,is_THD_below_nominal,dIb_dt,is_current_surge,dVc_dt,Vb_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,dIa_dt,Power_factor,is_voltage_spike_ca"
0.1,0.5,50.0,25,31250.289831462374,25,"Iref_error,Imean,Ic_rollmean,Ib_rollmean,Ic,Ia,Ib,Idiff_ab,Power_VbIb,Ib_rollstd,Vc,Idiff_ca,is_THD_below_nominal,Vb_rollstd,dVa_dt,Iref,dVb_dt,Va_rollmean,dIref_dt,Vc_rollstd,Va_rollstd,dIa_dt,is_zero_Iref,Power_factor,is_voltage_spike_ca"
0.1,0.5,50.0,30,45003.27054637081,30,"dImean_dt,Iref_error,Ib_rollmean,Ic,Ia,Idiff_ab,Power_VbIb,Istd,Power_VcIc,Vmean,Va,Idiff_bc,Ic_rollstd,Vdiff_ab,THD,Vdiff_ca,Vdiff_bc,is_current_imbalanced,is_THD_below_nominal,dIb_dt,dIc_dt,Iref,dTHD_dt,Vc_rollstd,Ia_Ib_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_bc"
0.1,0.5,100.0,5,-50398.020906870006,28,"Iref_error,Ic_rollmean,Ib_rollmean,Ib,Idiff_ab,Power_VbIb,Power_VaIa,Vmean,Va,Idiff_bc,Vdiff_ab,Vdiff_ca,Vdiff_bc,Vstd,is_current_imbalanced,is_THD_below_nominal,dIb_dt,dIc_dt,Vb_rollstd,dVb_dt,Vb_rollmean,Va_rollmean,dIref_dt,Ia_Ib_ratio,Ib_Ic_ratio,is_zero_Iref,Power_factor,is_voltage_spike_ca"
0.1,0.5,100.0,10,-22393.250322811055,28,"dImean_dt,Iref_error,Imean,Ia_rollmean,Iref_rollmean,Ia,Power_VbIb,Istd,Power_VaIa,Vmean,Vc,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,Vdiff_ca,Vstd,is_current_imbalanced,dIb_dt,is_current_surge,Vb_rollstd,dVa_dt,Iref,Vb_rollmean,THD_rollmean,Vc_rollstd,is_voltage_spike_ab"
0.1,0.5,100.0,15,14401.875702722877,24,"Apparent_Power,Imean,Iref_rollmean,Ia,Power_VbIb,Istd,Power_VaIa,Vmean,Ib_rollstd,Idiff_ca,Vstd,is_current_imbalanced,is_THD_below_nominal,is_current_surge,dIc_dt,Vc_rollmean,Vb_rollmean,THD_rollmean,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,dIa_dt,is_zero_Iref,is_voltage_spike_bc"
0.1,0.5,100.0,20,40000.867977355636,20,"Iref_error,Imean,Ib_rollmean,Ia,Istd,Power_VcIc,Vmean,Iref_rollstd,Vdiff_ab,Vdiff_bc,is_current_imbalanced,THD_rollstd,dIc_dt,dVa_dt,Iref,dVb_dt,Va_rollmean,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_bc"
0.1,0.5,100.0,25,62501.3383320975,25,"dImean_dt,Ib_rollmean,Iref_rollmean,Ia,Power_VbIb,Power_VcIc,Iref_rollstd,Idiff_bc,Idiff_ca,Vdiff_ab,THD,Vdiff_bc,is_current_imbalanced,is_THD_below_nominal,dIb_dt,is_current_surge,dVc_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,dIa_dt,is_zero_Iref,is_voltage_spike_bc,is_zero_current"
0.1,0.5,100.0,30,90002.47151656666,30,"Apparent_Power,dImean_dt,Ib_rollmean,Ia_rollmean,Iref_rollmean,Ic,Ib,Power_VaIa,Power_VcIc,Ib_rollstd,Va,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ca,Vdiff_bc,THD_rollstd,dIb_dt,dIc_dt,dVc_dt,Iref,Vb_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Va_rollstd,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,is_voltage_spike_bc"
0.1,1.0,0.1,5,-26.824452457923996,24,"dImean_dt,Imean,Ic_rollmean,Ic,Ia,Power_VbIb,Istd,Power_VaIa,Iref_rollstd,Vc,Va,Vdiff_ab,Vstd,THD_rollstd,dVa_dt,dVb_dt,Va_rollmean,dIref_dt,Vc_rollstd,Va_rollstd,dIa_dt,is_voltage_spike_ab,is_voltage_spike_bc,is_zero_current"
0.1,1.0,0.1,10,-20.415461149292753,28,"dImean_dt,Iref_error,Imean,Ia_rollmean,Iref_rollmean,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Ib_rollstd,Vb,Va,Ic_rollstd,Idiff_ca,Vdiff_bc,Vstd,is_current_imbalanced,THD_rollstd,is_current_surge,dVa_dt,dIref_dt,dTHD_dt,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,Power_factor,is_voltage_spike_ca"
0.1,1.0,0.1,15,24.17600587021652,26,"Apparent_Power,Ia_rollmean,Iref_rollmean,Idiff_ab,Power_VbIb,Power_VaIa,Power_VcIc,Vmean,Va,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vdiff_ca,is_THD_below_nominal,dIb_dt,dVc_dt,THD_rollmean,Vc_rollstd,Ia_Ib_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
0.1,1.0,0.1,20,31.4195647492854,30,"Apparent_Power,dImean_dt,Imean,Iref_rollmean,Power_VaIa,Power_VcIc,Vmean,Iref_rollstd,Vc,Idiff_bc,Idiff_ca,Vdiff_ab,THD,Vdiff_ca,Vdiff_bc,is_current_imbalanced,is_current_surge,dVa_dt,Vc_rollmean,dVb_dt,Vb_rollmean,Va_rollmean,Vc_rollstd,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
0.1,1.0,0.1,25,76.59934483655124,29,"Apparent_Power,Iref_error,Imean,Iref_rollmean,Idiff_ab,Power_VbIb,Power_VcIc,Vmean,Iref_rollstd,Vc,Ic_rollstd,Ia_rollstd,Vdiff_ab,THD,Vdiff_ca,Vstd,is_current_imbalanced,is_THD_below_nominal,THD_rollstd,is_current_surge,Iref,Vc_rollmean,dIref_dt,dTHD_dt,Va_rollstd,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_zero_current"
0.1,1.0,0.1,30,104.48516836848854,35,"Apparent_Power,Iref_error,Ib_rollmean,Iref_rollmean,Ic,Ib,Power_VbIb,Istd,Power_VcIc,Vmean,Iref_rollstd,Va,Idiff_bc,Idiff_ca,Ia_rollstd,Vdiff_ab,Vstd,is_THD_below_nominal,is_current_surge,dIc_dt,dVa_dt,Iref,Vc_rollmean,dVb_dt,Va_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,dIa_dt,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
0.1,1.0,0.5,5,-209.23912215792257,26,"Apparent_Power,Iref_error,Ic,Ib,Power_VbIb,Power_VcIc,Vb,Vc,Va,Ic_rollstd,THD,Vdiff_ca,is_current_imbalanced,is_THD_below_nominal,dIb_dt,dIc_dt,dVc_dt,Iref,dVb_dt,Va_rollmean,dIref_dt,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,Power_factor,is_voltage_spike_ca"
0.1,1.0,0.5,10,-91.64520701981708,27,"Ic_rollmean,Ib_rollmean,Ia_rollmean,Iref_rollmean,Idiff_ab,Istd,Power_VaIa,Power_VcIc,Vmean,Iref_rollstd,Vb,Vc,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,THD,Vdiff_ca,Vstd,is_current_imbalanced,dIb_dt,dIc_dt,Iref,dVb_dt,Vb_rollmean,dIref_dt,Ib_Ic_ratio"
0.1,1.0,0.5,15,58.88434515284088,26,"dImean_dt,Ib_rollmean,Iref_rollmean,Ic,Ib,Idiff_ab,Power_VbIb,Istd,Power_VcIc,Vmean,Ib_rollstd,Ic_rollstd,Ia_rollstd,Vdiff_ca,Vstd,is_current_surge,dIc_dt,Iref,Vb_rollmean,THD_rollmean,dTHD_dt,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_ab"
0.1,1.0,0.5,20,191.77430004591463,24,"Imean,Ib_rollmean,Ia_rollmean,Iref_rollmean,Ic,Ib,Istd,Power_VcIc,Iref_rollstd,Va,Ic_rollstd,Idiff_ca,THD,THD_rollstd,dIb_dt,dIc_dt,dVa_dt,Iref,Va_rollmean,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,is_zero_Iref,is_voltage_spike_ca"
0.1,1.0,0.5,25,319.5703083510091,27,"Imean,Ic_rollmean,Ia_rollmean,Ic,Ia,Ib,Idiff_ab,Power_VbIb,Power_VaIa,Vmean,Iref_rollstd,Vc,Ia_rollstd,Vdiff_ab,Vdiff_ca,is_current_imbalanced,THD_rollstd,dIb_dt,dIc_dt,dVa_dt,Iref,Vc_rollmean,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ca,is_voltage_spike_bc"
0.1,1.0,0.5,30,459.95609345344815,31,"Apparent_Power,Iref_error,Imean,Ic_rollmean,Ia_rollmean,Iref_rollmean,Ic,Ia,Idiff_ab,Power_VaIa,Power_VcIc,Iref_rollstd,Ib_rollstd,Vc,Vdiff_ab,THD,Vdiff_ca,is_current_imbalanced,dIb_dt,is_current_surge,dIc_dt,dVa_dt,Iref,Vc_rollmean,dVb_dt,dIref_dt,THD_rollmean,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,is_zero_Iref"
0.1,1.0,1.0,5,-455.4690325807689,27,"dImean_dt,Imean,Ib_rollmean,Ia_rollmean,Ic,Ib,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vb,Vc,Va,Idiff_bc,Vdiff_ab,Vdiff_ca,Vdiff_bc,is_THD_below_nominal,dIb_dt,is_current_surge,dVb_dt,Vb_rollmean,THD_rollmean,dTHD_dt,Va_rollstd,Ib_Ic_ratio,is_voltage_spike_ca"
