params,quantum_cost,accuracy,f1_score,selected_features,backend,timestamp,quantum_time,mlp_time,total_time
"{'k': 9, 'lambda': 1.5, 'mu': 0.7, 'gamma': 0.05}",1000000.0,0.965625,0.9645450007111901,"Power_factor,Va_rollstd,dIa_dt,is_zero_Iref,Ia_rollstd,dVa_dt,dVb_dt,Ic_rollstd,Power_VcIc",ibm_sherbrooke,2025-06-26T06:37:16.480472,1814.1283116340637,27.60876441001892,1866.530913591385
"{'k': 9, 'lambda': 1.5, 'mu': 0.7, 'gamma': 0.1}",1000000.0,0.965625,0.9645450007111901,"Power_factor,Va_rollstd,dIa_dt,is_zero_Iref,Ia_rollstd,dVa_dt,dVb_dt,Ic_rollstd,Power_VcIc",ibm_sherbrooke,2025-06-26T07:08:20.715537,1813.1721081733704,27.19641375541687,1864.2300596237183
"{'k': 9, 'lambda': 1.5, 'mu': 0.7, 'gamma': 0.15}",1000000.0,0.965625,0.9645450007111901,"Power_factor,Va_rollstd,dIa_dt,is_zero_Iref,Ia_rollstd,dVa_dt,dVb_dt,Ic_rollstd,Power_VcIc",ibm_brisbane,2025-06-26T07:24:30.568848,913.7861847877502,27.70324397087097,969.8473236560822
"{'k': 10, 'lambda': 0.5, 'mu': 0.3, 'gamma': 0.05}",1000000.0,0.9730625,0.9723817976434654,"Power_factor,Va_rollstd,dIa_dt,is_zero_Iref,Ia_rollstd,dVa_dt,dVb_dt,Ic_rollstd,Power_VcIc,Vb_rollstd",ibm_brisbane,2025-06-26T07:40:47.740086,914.6999852657318,34.16389799118042,977.1652357578278
"{'k': 10, 'lambda': 0.5, 'mu': 0.3, 'gamma': 0.1}",1000000.0,0.9730625,0.9723817976434654,"Power_factor,Va_rollstd,dIa_dt,is_zero_Iref,Ia_rollstd,dVa_dt,dVb_dt,Ic_rollstd,Power_VcIc,Vb_rollstd",ibm_brisbane,2025-06-26T07:57:01.595923,911.8508009910583,33.93660569190979,973.8508393764496
"{'k': 10, 'lambda': 0.5, 'mu': 0.3, 'gamma': 0.15}",1000000.0,0.9730625,0.9723817976434654,"Power_factor,Va_rollstd,dIa_dt,is_zero_Iref,Ia_rollstd,dVa_dt,dVb_dt,Ic_rollstd,Power_VcIc,Vb_rollstd",ibm_brisbane,2025-06-26T08:13:17.176193,913.3928260803223,34.19615173339844,975.5722708702087
"{'k': 10, 'lambda': 0.5, 'mu': 0.5, 'gamma': 0.05}",1000000.0,0.9730625,0.9723817976434654,"Power_factor,Va_rollstd,dIa_dt,is_zero_Iref,Ia_rollstd,dVa_dt,dVb_dt,Ic_rollstd,Power_VcIc,Vb_rollstd",ibm_brisbane,2025-06-26T08:29:36.476148,913.1112637519836,33.99366283416748,979.2939553260803
"{'k': 10, 'lambda': 0.5, 'mu': 0.5, 'gamma': 0.1}",11.547694881488084,0.9730625,0.9723817976434654,"Power_factor,Va_rollstd,dIa_dt,is_zero_Iref,Ia_rollstd,dVa_dt,dVb_dt,Ic_rollstd,Power_VcIc,Vb_rollstd",ibm_sherbrooke,2025-06-27T06:35:52.275964,21311.091821670532,31.53337860107422,21361.165361642838
"{'k': 10, 'lambda': 0.5, 'mu': 0.5, 'gamma': 0.15}",17.10728722961698,0.9730625,0.9723817976434654,"Power_factor,Va_rollstd,dIa_dt,is_zero_Iref,Ia_rollstd,dVa_dt,dVb_dt,Ic_rollstd,Power_VcIc,Vb_rollstd",ibm_sherbrooke,2025-06-27T07:05:54.780570,295.74952578544617,29.387751817703247,339.9048547744751
"{'k': 10, 'lambda': 0.5, 'mu': 0.7, 'gamma': 0.05}",5.771137513856973,0.9730625,0.9723817976434654,"Power_factor,Va_rollstd,dIa_dt,is_zero_Iref,Ia_rollstd,dVa_dt,dVb_dt,Ic_rollstd,Power_VcIc,Vb_rollstd",ibm_sherbrooke,2025-06-27T07:10:46.549887,236.28987050056458,34.065940380096436,291.7619185447693
"{'k': 10, 'lambda': 0.5, 'mu': 0.7, 'gamma': 0.1}",10.08584236100994,0.9730625,0.9723817976434654,"Power_factor,Va_rollstd,dIa_dt,is_zero_Iref,Ia_rollstd,dVa_dt,dVb_dt,Ic_rollstd,Power_VcIc,Vb_rollstd",ibm_brisbane,2025-06-27T10:40:11.343989,550.9732646942139,33.945449352264404,599.3947606086731
"{'k': 10, 'lambda': 0.5, 'mu': 0.7, 'gamma': 0.15}",15.239145144749108,0.9730625,0.9723817976434654,"Power_factor,Va_rollstd,dIa_dt,is_zero_Iref,Ia_rollstd,dVa_dt,dVb_dt,Ic_rollstd,Power_VcIc,Vb_rollstd",ibm_brisbane,2025-06-27T10:44:54.770972,221.2376253604889,41.21120285987854,283.42095470428467
"{'k': 10, 'lambda': 1.0, 'mu': 0.3, 'gamma': 0.05}",4.94990164287319,0.9730625,0.9723817976434654,"Power_factor,Va_rollstd,dIa_dt,is_zero_Iref,Ia_rollstd,dVa_dt,dVb_dt,Ic_rollstd,Power_VcIc,Vb_rollstd",ibm_brisbane,2025-06-27T10:49:42.938060,218.9429235458374,45.29458427429199,288.1610746383667
"{'k': 10, 'lambda': 1.0, 'mu': 0.3, 'gamma': 0.1}",9.891990848444657,0.9730625,0.9723817976434654,"Power_factor,Va_rollstd,dIa_dt,is_zero_Iref,Ia_rollstd,dVa_dt,dVb_dt,Ic_rollstd,Power_VcIc,Vb_rollstd",ibm_brisbane,2025-06-27T10:57:27.369253,351.3557825088501,89.06621670722961,464.42462635040283
"{'k': 10, 'lambda': 1.0, 'mu': 0.3, 'gamma': 0.15}",15.191679344799384,0.9730625,0.9723817976434654,"Power_factor,Va_rollstd,dIa_dt,is_zero_Iref,Ia_rollstd,dVa_dt,dVb_dt,Ic_rollstd,Power_VcIc,Vb_rollstd",ibm_brisbane,2025-06-27T11:03:48.265257,264.35855650901794,91.17706751823425,380.8801703453064
"{'k': 10, 'lambda': 1.0, 'mu': 0.5, 'gamma': 0.05}",1000000.0,0.9730625,0.9723817976434654,"Power_factor,Va_rollstd,dIa_dt,is_zero_Iref,Ia_rollstd,dVa_dt,dVb_dt,Ic_rollstd,Power_VcIc,Vb_rollstd",ibm_brisbane,2025-06-27T11:20:58.926349,913.4952473640442,90.41096949577332,1030.6493015289307
"{'k': 10, 'lambda': 1.0, 'mu': 0.5, 'gamma': 0.1}",1000000.0,0.9730625,0.9723817976434654,"Power_factor,Va_rollstd,dIa_dt,is_zero_Iref,Ia_rollstd,dVa_dt,dVb_dt,Ic_rollstd,Power_VcIc,Vb_rollstd",ibm_brisbane,2025-06-27T11:37:57.084844,913.1065912246704,75.93053960800171,1018.1494534015656
"{'k': 10, 'lambda': 1.0, 'mu': 0.5, 'gamma': 0.15}",1000000.0,0.9730625,0.9723817976434654,"Power_factor,Va_rollstd,dIa_dt,is_zero_Iref,Ia_rollstd,dVa_dt,dVb_dt,Ic_rollstd,Power_VcIc,Vb_rollstd",ibm_brisbane,2025-06-27T11:55:07.897022,915.2761793136597,85.91972970962524,1030.8041343688965
